region,gender,education,customer lifetime value,income,monthly premium auto,number of open complaints,policy type,vehicle class,total claim amount
North West,Male,Bachelor,10881.77039,73268.0,137.0,0,Personal Auto,SUV,41.139806
West Region,Male,College,5412.696604,0.0,80.0,0,Personal Auto,Four-Door Car,576.0
North West,Male,High School or Below,8382.630118,19683.0,117.0,1,Personal Auto,Sports Car,561.6
Central,Female,College,4834.710493,38713.0,66.0,4,Personal Auto,Four-Door Car,316.8
East,Male,College,21710.27538,62370.0,94.0,2,Corporate Auto,Four-Door Car,32.00761
West Region,Female,High School or Below,2430.870824,28476.0,62.0,0,Personal Auto,Four-Door Car,297.6
West Region,Male,Bachelor,14651.6153,74915.0,122.0,0,Personal Auto,SUV,393.151377
North West,Male,Doctor,5073.282126,57709.0,125.0,0,Personal Auto,SUV,600.0
North West,Male,Bachelor,5520.476175,94676.0,69.0,0,Corporate Auto,Four-Door Car,331.2
Central,Male,Bachelor,6008.184526,43543.0,76.0,0,Personal Auto,Two-Door Car,339.255348
Central,Female,High School or Below,24543.19862,68297.0,212.0,3,Corporate Auto,Luxury Vehicle,1272.487601
North West,Male,Bachelor,2429.374554,74241.0,61.0,0,Personal Auto,Two-Door Car,138.588291
Central,Female,College,3452.029549,61385.0,86.0,0,Personal Auto,Four-Door Car,199.299449
North West,Male,Bachelor,4109.310394,0.0,62.0,0,Personal Auto,Two-Door Car,446.4
Central,Female,College,8714.922135,0.0,118.0,0,Personal Auto,SUV,566.4
North West,Male,College,8110.305608,52548.0,101.0,0,Personal Auto,Four-Door Car,587.504777
West Region,Female,Bachelor,3669.83263,0.0,95.0,0,Personal Auto,Four-Door Car,429.657692
North West,Male,College,3893.305281,26605.0,100.0,0,Personal Auto,SUV,933.330936
North West,Female,Bachelor,2496.476385,0.0,67.0,0,Personal Auto,Four-Door Car,181.335364
East,Male,Bachelor,4629.970602,0.0,70.0,0,Personal Auto,Four-Door Car,754.945216
East,Female,High School or Below,17684.65456,82667.0,64.0,1,Special Auto,Two-Door Car,307.2
North West,Female,Bachelor,15663.65604,31789.0,130.0,0,Personal Auto,SUV,316.418786
North West,Female,Bachelor,4940.124252,0.0,71.0,0,Corporate Auto,Four-Door Car,551.569883
West Region,Female,High School or Below,2754.461855,25151.0,69.0,0,Corporate Auto,Four-Door Car,318.040989
Central,Male,Bachelor,2953.797658,0.0,87.0,2,Personal Auto,Four-Door Car,414.190987
West Region,Male,College,6198.793072,24053.0,87.0,1,Personal Auto,Four-Door Car,624.532492
North West,Male,College,12176.00621,0.0,117.0,0,Personal Auto,SUV,1373.258272
North West,Female,College,4035.009284,55407.0,101.0,1,Personal Auto,SUV,275.341953
North West,Female,Master,2954.387586,62461.0,73.0,0,Personal Auto,Four-Door Car,129.267408
West Region,Female,Bachelor,5204.64616,29406.0,68.0,0,Personal Auto,Four-Door Car,326.4
North West,Male,Doctor,8100.243093,89420.0,67.0,0,Personal Auto,Four-Door Car,212.455137
West Region,Female,High School or Below,4443.631711,0.0,121.0,0,Personal Auto,SUV,644.269611
East,Male,College,7503.367741,52464.0,95.0,0,Personal Auto,Four-Door Car,515.930856
North West,Female,Master,2548.509175,43731.0,64.0,2,Special Auto,Four-Door Car,162.461078
Central,Male,High School or Below,2473.368225,13449.0,68.0,0,Personal Auto,Four-Door Car,326.4
Central,Male,Bachelor,32777.30467,0.0,115.0,0,Personal Auto,SUV,552.0
Central,Male,High School or Below,19228.46362,0.0,187.0,0,Personal Auto,Luxury Vehicle,897.6
North West,Male,College,4538.117454,49821.0,61.0,4,Personal Auto,Four-Door Car,333.308611
West Region,Female,Bachelor,7663.514373,34837.0,63.0,0,Personal Auto,Four-Door Car,72.828431
North West,Female,College,4177.288153,44222.0,104.0,0,Personal Auto,Four-Door Car,413.196371
West Region,Female,Master,11776.00378,58881.0,97.0,0,Personal Auto,Four-Door Car,354.885018
North West,Female,College,3996.772165,46210.0,100.0,0,Personal Auto,SUV,46.315771
North West,Female,Bachelor,5490.775023,49480.0,70.0,1,Corporate Auto,Four-Door Car,72.686545
Central,Male,Bachelor,12989.81806,0.0,65.0,0,Personal Auto,Four-Door Car,312.0
West Region,Male,Bachelor,4599.759229,79284.0,117.0,1,Special Auto,Four-Door Car,156.452827
East,Female,High School or Below,2351.878675,12928.0,64.0,0,Personal Auto,Four-Door Car,307.2
North West,Male,High School or Below,2903.242245,20510.0,74.0,0,Personal Auto,Two-Door Car,355.2
West Region,Male,College,3807.528493,0.0,115.0,0,Corporate Auto,Four-Door Car,828.0
Central,Male,Master,8310.704732,67541.0,104.0,0,Personal Auto,Four-Door Car,203.886869
North West,Male,Bachelor,8962.795984,97924.0,74.0,0,Personal Auto,Two-Door Car,355.2
Central,Male,High School or Below,12157.5413,40432.0,77.0,0,Personal Auto,Four-Door Car,369.6
Central,Male,Bachelor,16460.07754,16869.0,222.0,0,Personal Auto,Luxury Vehicle,1065.6
Central,Male,High School or Below,8788.532018,91171.0,110.0,0,Personal Auto,SUV,771.39748
North West,Male,High School or Below,5093.479191,0.0,71.0,0,Personal Auto,Two-Door Car,150.878447
Central,Male,High School or Below,5377.90796,34528.0,69.0,2,Corporate Auto,Four-Door Car,183.602763
East,Female,College,5635.746396,20303.0,71.0,0,Corporate Auto,Four-Door Car,340.8
North West,Female,Bachelor,3514.212939,73643.0,89.0,0,Corporate Auto,Four-Door Car,147.486454
West Region,Male,College,4386.277558,10621.0,67.0,0,Personal Auto,Four-Door Car,321.6
West Region,Male,High School or Below,7294.5816,76407.0,91.0,0,Personal Auto,Four-Door Car,436.8
Central,Male,High School or Below,2415.063816,0.0,71.0,0,Personal Auto,Four-Door Car,511.2
North West,Female,Bachelor,4693.751128,26607.0,122.0,0,Personal Auto,SUV,585.6
North West,Male,College,7481.825592,61783.0,94.0,0,Personal Auto,Four-Door Car,658.125874
Central,Male,Bachelor,5953.352957,20283.0,77.0,0,Personal Auto,Two-Door Car,369.6
West Region,Male,Bachelor,3890.964154,43578.0,98.0,0,Personal Auto,Two-Door Car,105.662175
West Region,Male,Bachelor,5352.218989,93606.0,67.0,0,Personal Auto,Four-Door Car,321.6
West Region,Male,High School or Below,8105.81483,17920.0,72.0,0,Personal Auto,Four-Door Car,424.375364
West Region,Male,College,3509.968806,51800.0,92.0,0,Personal Auto,Four-Door Car,299.452532
North West,Female,College,8434.119038,27694.0,108.0,0,Personal Auto,SUV,741.850171
North West,Female,High School or Below,4254.620669,11904.0,61.0,2,Personal Auto,Two-Door Car,292.8
Central,Female,Bachelor,2839.945741,53444.0,72.0,1,Personal Auto,Four-Door Car,315.703929
Central,Male,Bachelor,16473.16905,22828.0,106.0,0,Personal Auto,SUV,508.8
North West,Male,Bachelor,31706.9251,50719.0,131.0,0,Personal Auto,SUV,870.626907
West Region,Male,College,2580.849899,46900.0,66.0,0,Corporate Auto,Four-Door Car,316.8
North West,Male,High School or Below,17622.1332,0.0,252.0,0,Corporate Auto,Luxury Vehicle,1814.4
West Region,Male,Master,14435.67365,60880.0,119.0,0,Personal Auto,Two-Door Car,109.906628
West Region,Male,Doctor,12731.95161,40870.0,105.0,0,Personal Auto,SUV,504.0
North West,Male,College,2398.354197,14321.0,65.0,0,Personal Auto,Four-Door Car,423.823547
Central,Male,High School or Below,6182.618843,20072.0,82.0,0,Corporate Auto,Four-Door Car,473.266879
North West,Male,High School or Below,9431.376818,77365.0,79.0,0,Personal Auto,Two-Door Car,2.823303
West Region,Female,College,4651.28429,98475.0,115.0,0,Personal Auto,SUV,552.0
East,Male,Bachelor,12168.74492,14973.0,115.0,0,Corporate Auto,SUV,828.0
East,Male,Master,26122.12998,83385.0,131.0,2,Personal Auto,SUV,704.337157
West Region,Male,College,3237.305187,0.0,90.0,0,Personal Auto,Four-Door Car,659.435886
North West,Male,College,9416.474669,0.0,86.0,1,Personal Auto,Four-Door Car,412.8
Central,Male,College,2506.360995,0.0,73.0,0,Personal Auto,Four-Door Car,525.6
North West,Female,Bachelor,5272.005079,98110.0,65.0,0,Corporate Auto,Four-Door Car,176.287711
West Region,Female,Bachelor,5246.278375,28909.0,66.0,0,Corporate Auto,Two-Door Car,456.702735
West Region,Female,College,10611.56172,0.0,96.0,0,Personal Auto,Four-Door Car,949.953253
North West,Female,Bachelor,2249.874803,0.0,62.0,0,Personal Auto,Four-Door Car,297.6
West Region,Male,Bachelor,2816.756002,42937.0,71.0,0,Corporate Auto,Two-Door Car,251.779842
West Region,Male,Master,4751.280948,30887.0,119.0,0,Personal Auto,SUV,444.167713
North West,Male,College,28622.31443,35442.0,239.0,0,Personal Auto,Luxury Vehicle,1147.2
Central,Female,High School or Below,8421.516848,95139.0,103.0,0,Personal Auto,Four-Door Car,34.023132
North West,Female,Bachelor,4660.399573,89834.0,116.0,0,Corporate Auto,SUV,43.15595
West Region,Male,Bachelor,6843.848971,0.0,66.0,0,Corporate Auto,Two-Door Car,478.509797
West Region,Female,College,9223.987144,18814.0,122.0,0,Personal Auto,Sports Car,585.6
West Region,Male,College,4938.72766,82733.0,62.0,0,Corporate Auto,Four-Door Car,72.101019
West Region,Female,High School or Below,15114.40241,28513.0,100.0,1,Personal Auto,SUV,480.0
East,Male,High School or Below,5037.953998,0.0,68.0,1,Personal Auto,Four-Door Car,326.4
North West,Male,Bachelor,5097.318657,67233.0,63.0,0,Personal Auto,Two-Door Car,246.693624
North West,Male,College,8906.991433,58718.0,226.0,0,Personal Auto,Luxury Vehicle,1084.8
West Region,Male,Master,22721.47396,21724.0,198.0,0,Corporate Auto,Luxury Vehicle,1505.230405
West Region,Female,High School or Below,9095.15235,65103.0,115.0,4,Personal Auto,Four-Door Car,552.0
West Region,Female,High School or Below,4898.957331,55071.0,61.0,0,Personal Auto,Four-Door Car,231.516063
West Region,Male,Doctor,2916.380797,85817.0,72.0,0,Personal Auto,Four-Door Car,154.987759
West Region,Female,Master,5729.855012,92254.0,70.0,0,Corporate Auto,Four-Door Car,245.593225
West Region,Male,College,12280.76661,88340.0,102.0,0,Corporate Auto,Two-Door Car,489.6
West Region,Female,College,2472.469209,63860.0,62.0,0,Personal Auto,Four-Door Car,208.598246
West Region,Female,High School or Below,4698.345864,26411.0,126.0,1,Corporate Auto,SUV,604.8
West Region,Male,High School or Below,7950.178237,26189.0,69.0,0,Personal Auto,Four-Door Car,331.2
West Region,Male,College,3299.339339,66114.0,92.0,4,Personal Auto,Four-Door Car,178.842061
West Region,Male,College,7506.779365,49561.0,193.0,0,Personal Auto,SUV,926.4
West Region,Female,College,7123.694599,16139.0,62.0,0,Personal Auto,Four-Door Car,297.6
West Region,Male,High School or Below,8008.095994,63775.0,100.0,0,Corporate Auto,SUV,462.753151
West Region,Female,Bachelor,5318.89664,25134.0,67.0,0,Personal Auto,Four-Door Car,321.6
West Region,Male,Bachelor,5483.89085,87777.0,68.0,0,Personal Auto,Two-Door Car,257.708912
West Region,Female,Bachelor,7244.497284,0.0,103.0,0,Personal Auto,SUV,494.4
West Region,Female,Bachelor,15558.44195,62922.0,194.0,0,Corporate Auto,Luxury Vehicle,1121.633645
West Region,Male,College,8945.689398,83761.0,112.0,0,Corporate Auto,SUV,270.227547
West Region,Female,High School or Below,8441.667084,50801.0,72.0,3,Personal Auto,Four-Door Car,43.419028
West Region,Male,College,2798.834343,48675.0,71.0,1,Corporate Auto,Four-Door Car,340.8
West Region,Male,High School or Below,7522.900704,55916.0,63.0,0,Personal Auto,Four-Door Car,302.4
West Region,Female,Bachelor,39033.08248,0.0,180.0,0,Personal Auto,Luxury Vehicle,864.0
West Region,Female,High School or Below,2594.7935,30064.0,65.0,0,Personal Auto,Two-Door Car,296.852419
West Region,Male,High School or Below,8991.124186,0.0,127.0,0,Personal Auto,Sports Car,1176.285998
West Region,Male,College,2332.095228,0.0,67.0,0,Corporate Auto,Four-Door Car,482.4
West Region,Female,Doctor,9244.351881,12081.0,82.0,0,Personal Auto,Two-Door Car,548.064933
West Region,Male,Bachelor,6290.699249,0.0,95.0,0,Personal Auto,Two-Door Car,684.0
West Region,Female,Master,9880.097141,62326.0,122.0,0,Personal Auto,SUV,96.00936
West Region,Male,College,11790.49617,25251.0,66.0,0,Corporate Auto,Four-Door Car,316.8
West Region,Female,College,5477.206072,21289.0,71.0,0,Corporate Auto,Four-Door Car,340.8
West Region,Female,Master,4014.332715,54054.0,99.0,0,Personal Auto,Four-Door Car,5.661684
West Region,Female,College,3674.56826,84814.0,90.0,0,Corporate Auto,Four-Door Car,512.816507
West Region,Female,High School or Below,4714.044733,46097.0,61.0,4,Personal Auto,Four-Door Car,197.074966
West Region,Female,College,2754.143877,58705.0,69.0,0,Personal Auto,Two-Door Car,48.956424
West Region,Female,High School or Below,40688.53442,37455.0,114.0,0,Personal Auto,SUV,547.2
West Region,Female,Doctor,4563.859434,62010.0,112.0,0,Personal Auto,SUV,537.6
West Region,Male,College,7430.347681,61568.0,93.0,0,Corporate Auto,Four-Door Car,240.818954
West Region,Male,Bachelor,2644.983484,90443.0,66.0,0,Personal Auto,Two-Door Car,235.174197
West Region,Male,High School or Below,26220.03266,24743.0,84.0,0,Personal Auto,Four-Door Car,1008.03551
West Region,Female,High School or Below,2397.036098,22283.0,65.0,0,Personal Auto,Four-Door Car,572.072106
West Region,Male,Bachelor,5207.680496,74627.0,65.0,0,Corporate Auto,Four-Door Car,176.735323
West Region,Female,College,5907.078117,47306.0,74.0,0,Corporate Auto,Four-Door Car,97.723235
West Region,Male,College,27420.81318,0.0,112.0,0,Personal Auto,SUV,537.6
West Region,Male,Bachelor,5044.857229,59292.0,64.0,0,Corporate Auto,Two-Door Car,218.491318
West Region,Female,High School or Below,3090.13236,23970.0,77.0,0,Personal Auto,Four-Door Car,43.959921
West Region,Male,College,8514.394994,48428.0,72.0,1,Personal Auto,Four-Door Car,223.728018
West Region,Female,High School or Below,20925.89544,44342.0,74.0,0,Personal Auto,Four-Door Car,355.2
West Region,Male,College,3515.456573,0.0,103.0,2,Personal Auto,Sports Car,741.6
West Region,Female,Bachelor,17666.56543,0.0,74.0,0,Corporate Auto,Two-Door Car,355.2
West Region,Female,College,30313.30977,67117.0,85.0,0,Personal Auto,Two-Door Car,329.423177
West Region,Female,Bachelor,4726.869327,13037.0,124.0,0,Personal Auto,SUV,839.348464
West Region,Male,College,5284.509533,71960.0,67.0,0,Personal Auto,Two-Door Car,151.495249
West Region,Female,High School or Below,2990.330995,73137.0,74.0,1,Corporate Auto,Four-Door Car,227.797105
West Region,Male,College,3548.071725,0.0,96.0,0,Corporate Auto,Four-Door Car,446.122702
West Region,Male,College,6371.320461,23797.0,81.0,0,Personal Auto,Four-Door Car,388.8
West Region,Male,Bachelor,5372.351967,70286.0,67.0,0,Corporate Auto,Four-Door Car,130.143497
West Region,Female,Master,5165.202368,12904.0,132.0,0,Personal Auto,SUV,633.6
West Region,Female,High School or Below,8264.747863,42045.0,103.0,0,Personal Auto,SUV,40.839965
West Region,Female,Master,5193.770572,24948.0,65.0,0,Personal Auto,Four-Door Car,280.352767
West Region,Male,College,8099.571213,25452.0,107.0,0,Personal Auto,Sports Car,954.688499
West Region,Female,High School or Below,8845.073706,95850.0,109.0,0,Corporate Auto,Sports Car,328.502498
West Region,Male,Master,8295.977271,73556.0,104.0,0,Personal Auto,SUV,497.684017
West Region,Female,High School or Below,9344.431622,0.0,64.0,1,Personal Auto,Two-Door Car,307.2
West Region,Female,High School or Below,5081.741976,0.0,69.0,0,Personal Auto,Two-Door Car,93.697638
West Region,Female,Bachelor,5363.531017,43879.0,69.0,0,Corporate Auto,Four-Door Car,242.133552
West Region,Female,High School or Below,2429.600516,23941.0,61.0,0,Corporate Auto,Four-Door Car,292.8
West Region,Male,Bachelor,7183.071115,14390.0,65.0,0,Personal Auto,Four-Door Car,402.778867
West Region,Male,College,5376.88732,30039.0,70.0,0,Corporate Auto,Four-Door Car,498.612632
West Region,Male,College,7019.177186,26806.0,63.0,0,Personal Auto,Four-Door Car,302.4
West Region,Female,College,7079.170237,24450.0,90.0,0,Personal Auto,Four-Door Car,250.959093
West Region,Female,High School or Below,2415.83485,0.0,64.0,0,Personal Auto,Four-Door Car,360.217299
West Region,Male,College,8193.160528,89219.0,73.0,4,Personal Auto,Four-Door Car,350.4
West Region,Female,College,6952.651187,0.0,73.0,3,Corporate Auto,Four-Door Car,525.6
West Region,Male,High School or Below,7465.980556,0.0,109.0,0,Personal Auto,SUV,784.8
West Region,Male,College,13220.80421,29504.0,117.0,0,Personal Auto,SUV,809.039071
West Region,Female,High School or Below,4014.9185,0.0,113.0,0,Personal Auto,SUV,1305.275432
West Region,Male,Bachelor,8744.727173,61706.0,110.0,0,Corporate Auto,SUV,223.905524
West Region,Female,High School or Below,5948.98896,88122.0,148.0,0,Corporate Auto,SUV,840.231575
West Region,Female,Bachelor,5520.149969,26129.0,70.0,0,Personal Auto,Four-Door Car,419.187114
West Region,Female,Bachelor,5040.775434,22350.0,66.0,0,Corporate Auto,Two-Door Car,316.8
West Region,Female,Bachelor,5654.593045,0.0,83.0,0,Personal Auto,Four-Door Car,597.6
West Region,Female,High School or Below,8896.500265,26201.0,112.0,0,Personal Auto,SUV,168.901895
West Region,Male,Bachelor,8715.945469,0.0,84.0,0,Personal Auto,Four-Door Car,604.8
West Region,Female,Bachelor,7868.808884,0.0,107.0,0,Personal Auto,SUV,513.6
West Region,Male,High School or Below,6878.008403,39020.0,87.0,0,Corporate Auto,Four-Door Car,485.01384
West Region,Female,Bachelor,6411.675304,47606.0,81.0,0,Personal Auto,Two-Door Car,388.8
West Region,Female,College,10144.3094,27231.0,88.0,0,Personal Auto,Four-Door Car,422.4
West Region,Female,College,8575.961719,39946.0,218.0,0,Personal Auto,Luxury Vehicle,1046.4
West Region,Male,College,4510.542608,84300.0,111.0,0,Corporate Auto,SUV,202.22495
West Region,Female,College,3746.751625,41479.0,94.0,1,Corporate Auto,Two-Door Car,19.575683
West Region,Male,Master,5479.555081,56005.0,68.0,1,Personal Auto,Four-Door Car,326.4
West Region,Male,High School or Below,7164.011997,0.0,108.0,0,Corporate Auto,SUV,1260.456194
West Region,Female,Bachelor,13265.51039,99617.0,109.0,0,Personal Auto,SUV,74.934678
West Region,Female,Bachelor,5246.278375,28909.0,66.0,0,Personal Auto,Two-Door Car,456.702735
West Region,Male,Bachelor,4556.068318,25617.0,63.0,0,Personal Auto,Two-Door Car,302.4
West Region,Male,High School or Below,2751.250209,86788.0,70.0,0,Personal Auto,Four-Door Car,336.0
West Region,Male,High School or Below,2914.09461,28523.0,77.0,0,Corporate Auto,Four-Door Car,369.6
West Region,Female,Bachelor,5824.767025,38492.0,72.0,0,Personal Auto,Four-Door Car,207.901654
West Region,Female,High School or Below,5755.18214,97657.0,71.0,0,Personal Auto,Two-Door Car,107.325235
West Region,Male,Master,2424.690776,49008.0,61.0,1,Personal Auto,Four-Door Car,292.8
West Region,Female,Bachelor,5138.244998,72264.0,64.0,0,Corporate Auto,Four-Door Car,272.649844
West Region,Male,College,6047.02516,20396.0,76.0,1,Corporate Auto,Four-Door Car,364.8
West Region,Female,High School or Below,6106.468745,60234.0,152.0,0,Personal Auto,SUV,136.217066
West Region,Male,Bachelor,3329.887725,75556.0,84.0,0,Corporate Auto,Four-Door Car,498.927007
West Region,Female,Bachelor,40132.01135,98710.0,123.0,0,Personal Auto,Sports Car,587.391029
West Region,Female,Bachelor,5095.365993,69461.0,64.0,0,Personal Auto,Two-Door Car,101.417253
West Region,Male,High School or Below,4471.747876,0.0,68.0,2,Personal Auto,Four-Door Car,489.6
West Region,Male,High School or Below,8773.507548,0.0,87.0,0,Personal Auto,Four-Door Car,626.4
West Region,Female,College,10351.37265,73895.0,129.0,0,Corporate Auto,SUV,825.416826
West Region,Male,High School or Below,10408.96865,20228.0,101.0,1,Personal Auto,SUV,523.815839
West Region,Female,Master,8201.330033,81785.0,67.0,0,Personal Auto,Four-Door Car,321.6
West Region,Female,Bachelor,2248.449633,24910.0,63.0,1,Personal Auto,Four-Door Car,347.857619
West Region,Male,Bachelor,5205.024842,32946.0,66.0,0,Corporate Auto,Two-Door Car,316.8
West Region,Female,High School or Below,15306.13396,83868.0,189.0,0,Corporate Auto,Luxury Vehicle,134.836237
West Region,Female,College,8002.308333,0.0,107.0,0,Personal Auto,SUV,513.6
West Region,Male,High School or Below,4553.185557,0.0,124.0,0,Corporate Auto,SUV,714.494746
West Region,Female,High School or Below,5354.365535,17099.0,69.0,0,Personal Auto,Four-Door Car,331.2
West Region,Female,High School or Below,7449.855125,0.0,206.0,0,Personal Auto,Luxury Vehicle,1483.2
West Region,Male,College,3112.049841,33046.0,79.0,0,Personal Auto,Four-Door Car,181.538354
West Region,Male,College,4386.277558,10621.0,67.0,0,Personal Auto,Four-Door Car,321.6
West Region,Male,Bachelor,4865.848218,21498.0,63.0,0,Corporate Auto,Four-Door Car,302.4
West Region,Male,Bachelor,6993.380588,0.0,66.0,0,Personal Auto,Four-Door Car,439.701118
West Region,Female,Bachelor,5860.48309,36889.0,74.0,1,Personal Auto,Four-Door Car,192.186026
West Region,Female,Bachelor,9115.57169,69588.0,114.0,0,Personal Auto,SUV,173.080024
West Region,Male,Master,5300.686394,26585.0,69.0,0,Corporate Auto,Four-Door Car,308.651195
West Region,Female,Bachelor,3630.269217,0.0,101.0,0,Corporate Auto,SUV,727.2
West Region,Male,High School or Below,8819.018934,99845.0,110.0,1,Personal Auto,SUV,528.0
West Region,Male,College,5389.499465,66429.0,136.0,0,Corporate Auto,Sports Car,57.712985
West Region,Male,Bachelor,3123.080994,0.0,101.0,4,Personal Auto,SUV,960.115399
West Region,Female,College,2435.321545,43721.0,61.0,0,Personal Auto,Four-Door Car,292.8
West Region,Male,High School or Below,8754.233404,51209.0,109.0,0,Personal Auto,SUV,39.49793
West Region,Female,College,2628.563096,84498.0,65.0,0,Personal Auto,Four-Door Car,255.210049
West Region,Male,High School or Below,6669.184698,0.0,65.0,1,Corporate Auto,Four-Door Car,312.0
West Region,Male,College,6765.800532,59034.0,85.0,0,Personal Auto,Four-Door Car,378.75258
West Region,Female,Bachelor,10013.77995,0.0,135.0,0,Personal Auto,Sports Car,773.690268
West Region,Female,College,11288.17204,96399.0,70.0,0,Personal Auto,Four-Door Car,307.89535
West Region,Male,College,4686.469674,58089.0,118.0,0,Corporate Auto,SUV,566.4
West Region,Male,High School or Below,7131.731291,0.0,103.0,0,Corporate Auto,Sports Car,741.6
West Region,Male,Master,9051.712161,60964.0,113.0,0,Personal Auto,Four-Door Car,327.723713
West Region,Male,College,5306.162741,42871.0,67.0,0,Corporate Auto,Four-Door Car,321.6
West Region,Male,College,5133.635886,38795.0,65.0,0,Personal Auto,Four-Door Car,98.354737
West Region,Male,Bachelor,11124.60499,0.0,112.0,0,Personal Auto,Two-Door Car,806.4
West Region,Male,Master,7285.103913,57134.0,91.0,1,Personal Auto,Two-Door Car,436.8
West Region,Female,College,14627.92807,40711.0,121.0,0,Personal Auto,SUV,580.8
West Region,Male,College,17086.75371,26334.0,63.0,2,Corporate Auto,Two-Door Car,453.6
West Region,Female,Bachelor,4298.378567,31414.0,116.0,4,Personal Auto,SUV,556.8
West Region,Female,Doctor,5018.894421,74423.0,62.0,0,Personal Auto,Four-Door Car,50.800186
West Region,Female,College,7200.664877,0.0,66.0,0,Personal Auto,Four-Door Car,316.8
West Region,Female,Bachelor,9591.028253,0.0,128.0,0,Corporate Auto,SUV,150.952506
West Region,Female,High School or Below,3240.667531,30646.0,81.0,0,Corporate Auto,Four-Door Car,128.57791
West Region,Female,High School or Below,8906.50609,0.0,118.0,0,Personal Auto,SUV,566.4
West Region,Female,Master,2499.036551,28264.0,63.0,0,Corporate Auto,Two-Door Car,364.622773
West Region,Female,High School or Below,8167.992322,0.0,117.0,0,Personal Auto,Two-Door Car,842.4
West Region,Female,College,5811.61185,0.0,79.0,0,Personal Auto,Four-Door Car,304.550129
West Region,Female,College,18732.2012,70187.0,117.0,0,Personal Auto,Sports Car,632.16097
West Region,Female,Bachelor,5260.623466,31006.0,67.0,0,Personal Auto,Four-Door Car,321.6
West Region,Female,High School or Below,8869.631143,0.0,119.0,0,Corporate Auto,SUV,571.2
West Region,Male,High School or Below,2878.846941,0.0,85.0,0,Personal Auto,Four-Door Car,612.0
West Region,Male,High School or Below,2810.957053,20371.0,71.0,1,Personal Auto,Four-Door Car,340.8
West Region,Female,College,2701.039719,39141.0,68.0,0,Personal Auto,Four-Door Car,402.456296
West Region,Male,High School or Below,2449.580048,0.0,69.0,0,Corporate Auto,Four-Door Car,496.8
West Region,Male,College,9445.925985,76837.0,78.0,0,Corporate Auto,Four-Door Car,23.788022
West Region,Female,High School or Below,4414.577688,0.0,61.0,0,Personal Auto,Four-Door Car,643.877067
West Region,Female,Bachelor,6785.536334,0.0,197.0,0,Corporate Auto,Sports Car,1439.676002
West Region,Female,High School or Below,3600.934326,25147.0,101.0,0,Personal Auto,SUV,694.598288
West Region,Female,Bachelor,7452.939191,0.0,106.0,0,Personal Auto,SUV,763.2
West Region,Male,Master,12723.15311,34665.0,64.0,0,Personal Auto,Two-Door Car,450.85948
West Region,Female,Master,4312.642503,25404.0,112.0,0,Personal Auto,SUV,578.175234
West Region,Female,High School or Below,12148.94098,37025.0,101.0,0,Corporate Auto,SUV,427.243803
West Region,Male,Bachelor,3549.747466,0.0,100.0,1,Personal Auto,SUV,480.0
West Region,Female,High School or Below,6153.394838,23939.0,160.0,1,Personal Auto,SUV,768.0
West Region,Male,College,6272.416823,76673.0,80.0,1,Personal Auto,Four-Door Car,56.082107
West Region,Female,High School or Below,2851.161121,55274.0,71.0,0,Corporate Auto,Two-Door Car,484.728153
West Region,Female,College,6781.125672,30324.0,86.0,0,Corporate Auto,Four-Door Car,143.943749
West Region,Female,College,4985.239225,31702.0,63.0,1,Personal Auto,Four-Door Car,302.4
West Region,Female,College,6725.043747,0.0,95.0,0,Corporate Auto,Four-Door Car,684.0
West Region,Male,Bachelor,36632.53432,70908.0,132.0,1,Personal Auto,SUV,521.444011
West Region,Male,High School or Below,5838.89915,81082.0,73.0,0,Personal Auto,Four-Door Car,281.295903
West Region,Female,College,12206.89208,17705.0,108.0,1,Personal Auto,Two-Door Car,668.73901
West Region,Female,High School or Below,14196.96535,77738.0,118.0,0,Personal Auto,SUV,463.457352
West Region,Female,Bachelor,2670.797821,0.0,72.0,0,Corporate Auto,Four-Door Car,366.277224
West Region,Female,College,8033.910862,70311.0,66.0,0,Personal Auto,Two-Door Car,341.395103
West Region,Female,Bachelor,9685.542977,66022.0,239.0,0,Personal Auto,Luxury Vehicle,538.229502
West Region,Male,High School or Below,36168.34106,74140.0,101.0,2,Personal Auto,SUV,484.8
West Region,Female,Bachelor,10453.2558,73604.0,88.0,0,Corporate Auto,Two-Door Car,398.19284
West Region,Male,College,5406.694854,21855.0,74.0,1,Corporate Auto,Four-Door Car,355.2
West Region,Female,Master,2671.166649,23305.0,68.0,0,Personal Auto,Four-Door Car,127.157137
West Region,Male,High School or Below,3531.348165,0.0,98.0,0,Corporate Auto,Two-Door Car,958.502743
West Region,Male,High School or Below,4835.569505,0.0,71.0,0,Personal Auto,Four-Door Car,511.2
West Region,Female,College,13422.06378,65024.0,67.0,0,Personal Auto,Four-Door Car,189.869329
West Region,Female,Bachelor,2424.224662,22590.0,67.0,0,Personal Auto,Two-Door Car,85.68352
West Region,Male,College,2983.110414,0.0,91.0,0,Personal Auto,Four-Door Car,436.8
West Region,Female,Master,14723.40712,38401.0,92.0,0,Corporate Auto,Four-Door Car,441.6
West Region,Male,College,8438.463783,25539.0,112.0,0,Personal Auto,SUV,585.069825
West Region,Male,Master,14435.67365,60880.0,119.0,0,Personal Auto,Two-Door Car,109.906628
West Region,Male,Bachelor,2690.069754,87313.0,67.0,0,Personal Auto,Four-Door Car,321.6
